luc_class,region,rock_type,soil,slope,erosion,vegetation
6e23,GEC,(Mo)/Gw,@NZSC,E    +C,1Ss,refer gecveg
6e18,TMU,Kt/Mo/Gw,ToiH,E,0,N 5 n3a
6e 8,BOP,Kt/Mo/Vo,MbH,E    +F,2Sh,cN 5 p 2 m 4
7e22,GEC,Gw+Gr,@NZSC,F    +G,2Su2G 2Ef,refer gecveg
4e12,BOP,Mo/Vo,M,B,1Sh,P 2 P 1cn 5
8s 1,BOP,Vo,126,G,0,N3a
6e 8,BOP,Kt/Mo/Vo,OrH,E,1Sh,P 1 m 6
4e 4,BOP,Kt/Mo/Ft,2c,C /D,0,P 1
8e 4,GEC,Gw,@NZSC,G    +H,1Da,refer gecveg
4s 9,SI,Al,1b,B    +A,1W  Sh,P 2 p 1
4e 1,WKO,Mo,59,D    +C,0,P 1
7e 2,BOP,Kt/Mo/Ft,PkS,F,1Ss,N3a m 6 m 4
2s 3,GEC,Mo/Gr,@NZSC,A    +B,1G,refer gecveg
3e 1,EBP,Mo,51,C    +B,0,P 1 l 1
7e 1,WKO,(Mo)/Vo,126a,G,0,P 2 m 8
lake,SI,lake,lake,lake,lake,lake
1s 1,WKO,Us,48a,A,0,P 1
8e 4,GEC,Gw,@NZSC,G    +F,3Da,refer gecveg
4e 1,WKO,Mo/Vo,64a,D    +C,0,P 1 m 6
7e 2,EBP,Gw,125a,F    +G,3Ss1Da,N3a n4a
6e10,WKO,Mo/Vo,60 H,F    +E,0,P 2 m 8 m 6
7e 2,BOP,Mo/Ft,OkS,F    +E,1G 1Sh,P 2 m 6
6w 1,WKO,Al+Pt,2,A,1Sb,P 1 p 2 h 2
7w 3+6w 4,SI,Al,37,A,0,H 5 p 2
3e 1,WKO,Mo,57,C    +B,0,P 1
7e 5,BOP,Mo/Lp/Gw,TyS,F,1Ss,M 6
3e 1,WKO,Mo,59,C    +B,0,P 1 l 1
6e 8,WKO,Mo/Sm+Mm,62cH,E    +F,0,cN 5 M 1 p 2
6e 5,BOP,Mo/Vo,19 H,E,1Sh,N 6 m 4 m 6
2s 3,GEC,Mo/Gr,@NZSC,A    +B,1G,refer gecveg
7e19,GEC,Ar+Ac,@NZSC,E,3Ef,refer gecveg
6e 1,WKO,Mo/Sm,32 H,E,0,cN3a
6e11,BOP,Mo/Vo,MH,D    +E,0,cN 5 m 4 p 2
7e 1,EBP,Gw,125,F,1Ss,M 1 n 5 n4a
6e 5,BOP,Mo/Vo,19 H,E,0,P 2 m 1
2c 1,TMU,Lo/Gr,Kp,A,0,P 1 l 3
4e 1,WKO,Mo,59a,D,0,P 1
6e 5,BOP,(Kt)/Mo/Vo,2cH,E    +D,1Sh,P 1 p 2
8e 9,SI,Gw,57,F,3Sc Sh G,M 6 p 4 p 3
6e 7,BOP,Mo/Ft,RtH,E,1Sh,P 2 m 6 n 6
4e 1,WKO,Mo,62a,D,0,P 1
3w 1+7e 2,BOP,Tp,Na,A    +E,2Sb1Sh,P 1
6e10,WKO,Vo,130c,F    +E,1Sh,P 1 p 2cn 5
7e 1,GEC,Mm+Mj,@NZSC,F,2Ss1G,refer gecveg
7e11,GEC,Ar,@NZSC,F    +G,1Da1Ss,refer gecveg
8e 3,BOP,(Mo)/Vo,PkS,G    +F,0,N3a
6e 7,BOP,Kt/Mo/Ft,RtH,E,0,P 2 m 6
3e 1,WKO,Mo,57,C,0,P 1 l 1
6e 2,GEC,Mj,@NZSC,E    +D,1Ss,refer gecveg
6e14,GEC,(Kt)/(Mo)/Sm,@NZSC,F,1Ss,refer gecveg
7e 8,BOP,Ta/Mo/Ft,TrH,E,2Sh1G,P 2 m 1
3e 5,BOP,Tp,5,B,0,P 1
6e 6,BOP,Mo/Lp/Vo,MbH,E,1Ss,N 6
8s 1,WKO,(Mo)/Vo,126a,G,0,M 1 p 1
4e12,BOP,Mo/Vo,M,B    +D,0,M 6cn 5 m 4
3w 1,BOP,Tp/Mo,Rt,A,0,P 1 h 2
3e 2,BOP,Mo/Us,Na,B,0,P 1 l 3
6e15+4e 5,BOP,Kt/Mo/Ft,5 H,E    +C,1Sh,P 2cn 5
3s 5,MARL,Al,Br,A,1W,P 1 l 1
6e 8,BOP,Kt/Mo/Vo,5 H,E    +F,2Sh1Ss,P 2 m 4
3w 1,BOP,Tp,Re,A,0,P 1
8e 1,MARL,Ls,74a,F,2Sc1Sh,M 1 m 6
7e11,GEC,Gw,@NZSC,G,1Da1Ss1Sc,refer gecveg
7s 1,WKO,Sm+Li,62cH,E    +G,1Ss,cN 5 m 6 p 2
4e 1,WKO,Mo,59a,D    +C,0,P 1
6w 1,WKO,Al+Pt,2,A,1Sb,P 1 p 2 h 2
3e 1,WKO,Mo,57,B    +C,0,P 1
6e 1,WKO,Mo/Us,59aH,E,1Sh,P 1
6e23,GEC,(Mo)/Gw,@NZSC,E    +F,1Ss,refer gecveg
7e 8,BOP,Ta/Mo/Ft,TrH,E,1Sh1G,P 2 m 1 m 6
3w 1,EBP,Al,107f,A,0,P 1 h 2
6e 8,MARL,Gw,41aH,E,1Sh,P 3 p 2
6e 2,SI,Ss,35H,E,2Ss,P 1 p 2
4e 1,WKO,Mo,59a,D,0,P 1 l 1
4e 4,BOP,Mo/Us,NoH,C    +D,0,P 1
6e 1,WKO,(Mo)/Vo,87dH,E    +D,1Sh,P 1cn 5 m 6
6e23,GEC,(Mo)/Gw,@NZSC,D    +E,1G,refer gecveg
6e 1,WKO,Mo/Vo,59aH,E    +D,0,P 1
7e19,GEC,(Mo)/Ac+Ar,@NZSC,D,2Ef1G,refer gecveg
3e 2,BOP,Mo,Ot,B    +C,0,P 1 l 4
6e20,BOP,Ta/Mo/Ft,Tr,C    +E,1Sh,M 1 M 6 p 2
4e 1,WKO,Mo,59a,D,0,P 1 l 1
4e 1,WKO,Mo,59a,D,0,P 1
7e11,GEC,Gw,@NZSC,F    +G,2Ss2G,refer gecveg
8e 1,WLN,Gr+Wb,BRock,B,3W,p 6
7e15,GEC,Sm+Mm,@NZSC,F,2Ss,refer gecveg
6e 1,WKO,Mo/Mm,62fH,D    +E,1Sh1R,P 1
6s 1,BOP,Mo/Vo,18a,D,1Sh,P 1
7e22,GEC,Gw,@NZSC,F    +G,3G 2Ss1Ef1Sc,refer gecveg
2s 2,BOP,Tp,Ou,A,0,P 1 l 1
4s 1,GEC,Gr+Al,@NZSC,B'   +C,1G,refer gecveg
3e 1,WKO,Mo+Us,57,C    +B,0,P 1
4e 1,WKO,Mo+Al,59a,D    +B,0,P 1 p 2
7e 8,GEC,Ar,@NZSC,F,2G 2Ss,refer gecveg
3w 3,GEC,Al,@NZSC,A,0,refer gecveg
2w 3,WKO,Al,98c,A,0,P 1 l 1
3e 1,WKO,Mo,59a,B    +C,0,P 1 l 1
7e22,GEC,Gw,@NZSC,F    +G,2Ss2Sc1G,refer gecveg
2c 3,TMU,Mo,67,A,0,P 1
6e 5,BOP,Mo/Us,18 H,D    +E,0,N 6
6e11,BOP,Mo/Vo,M,D    +E,0,cN 5 p 2
4c 3,TMU,La,Wir,B,0,cN 5 m 6
6e 4,WKO,Mo/Vo,59aH,E    +F,0,P 1 m 8
4e12,BOP,Mo/Vo,NoH,C,1Sh,P 1 p 2
3e 9,BOP,Mo/Vo,20,B,0,N 6
3e 4,BOP,Mo/Vo,19,B,1Sb,N 6
8e 4,SI,Al+Gw,51,E    +F,4Sh Da,m10 p 3
7e11,GEC,Gw,@NZSC,F,2Ss1Rf1G,refer gecveg
6c 1,SI,Al,48a,B,1W,P 2 p 3 m11
4e 1,WKO,Mo,62a,D    +C,0,P 1
3e 2,TMU,Mo,67a,C,0,P 1
8e 4,GEC,Gw,@NZSC,G    +F,2Da,refer gecveg
6e11,BOP,Mo/Vo,M,D    +E,1Sh,cN 5 P 2 m 6
7e 8,GEC,Ar+Ac,@NZSC,F,1Ss,refer gecveg
6e 6,WKO,Mo/Gw,60eH,E,1Ss,P 1 m 8
4e 5,BOP,Kt/Mo/Vo,5,C,1Sh,P 1cn 5
7e11,TMU,Sm,117,F,1Da,cN3a n4a
6e10,WKO,(Mo)/Vo,87dH,E    +F,0,P 2 M 8 m 6
7e 4,BOP,Mo/Vo,19 H,F,1Ss,N 6
7e 8,BOP,(Ta)/Mo/Ft,TrH,E    +F,1Ss,M 1 m 6
4e 3,BOP,Mo/Us,Rt,C    +D,0,P 1
6e20,BOP,Ta/Mo/Vo,MbH,D    +C,1Sh,P 1 m 8
6e 1,WKO,Mo/Vo,59aH,D    +E,0,P 1
4e 5,BOP,Kt/Mo/Vo,5,C,0,M 6cN 5 m 1
6e 1,WKO,Mo/Sm,63,D,0,M 1 p 4
6e23,GEC,(Mo)/Gw,@NZSC,E,1G,refer gecveg
7e19,GEC,Ac+Ar,@NZSC,F    +E,3Ef1G,refer gecveg
6e 4,WKO,(Mo)/Sm,62cH,E    +G,1Sh,P 1
7e 4,BOP,Mo/Vo,126,F    +G,0,N 6
7e 8,BOP,(Ta)/Mo/Ft,TrH,F    +E,0,M 1 m 6 m 4
6e21,GEC,(Mo)/Ar+Ac,@NZSC,D    +E,1G 1Ss,refer gecveg
6e13,WKO,Gw,122a,F,0,M 1
4e 1,WKO,Mo,60,C    +D,0,P 1
8e 3,BOP,(Mo)/Vo,126,G    +F,0,N3a n4a
8s 2,GEC,Gr,@NZSC,C,5D 3Sb,refer gecveg
7e 8,GEC,Ac,@NZSC,E    +F,1G 1Ss1Ef,refer gecveg
4e 4,BOP,Mo/Vo,18,C,0,P 1
6e22,GEC,Ac,@NZSC,D,1Ef1G,refer gecveg
7e 4,BOP,(Mo)/Vo,AS,F    +E,1G 1Sh,N3a p 2
4e 1,WKO,Mo,59a,D    +C,0,P 1
6e13,SHW,Ar,28 H,E,1W,P 2 m 1 n 5
7e 8,GEC,Ar+Ac,@NZSC,F,1Ef1Rs,refer gecveg
7e19,GEC,Ac,@NZSC,D,4Ef2G,refer gecveg
4e12,BOP,Mo/Vo,M,B    +D,0,N3acn 5
7e11,GEC,Gw,@NZSC,E,0,refer gecveg
7e24,GEC,Mx+Ac,@NZSC,F,3G 2Ef1Su,refer gecveg
3e 9,BOP,Mo/Vo,M,B,0,N 6 n3a
7e19,GEC,Ac,@NZSC,C    +D,3Ef1G,refer gecveg
3e 5,BOP,Tp/Mo,5,B,1Sb,P 1
6e 7,BOP,Rm/Mo/Vo,RH,E,0,N3a
6e21,GEC,Kt/Mo/Ac+Kt/Mo/Gr,@NZSC,E    +D,1G 1Ef,refer gecveg
4e 1,EBP,Mo/Us,51,C    +D,0,P 1 m 1
7s 1,WKO,Sm+Li,117f,F    +G,0,M 6 p 2
4e 4,BOP,Mo/Vo,18,C    +D,0,P 1
6e22,GEC,Ac,@NZSC,E    +D,1Ss1Ef1G,refer gecveg
8e 9,GEC,Ac,@NZSC,G,4G,refer gecveg
6e20,BOP,Ta/Mo/Vo,MbH,E,0,M 1 m 8 m 6
4e 9,BOP,Mo/Vo,M,C,0,P 1 l 3
6e 5,WKO,Mo/Gw,60eH,E    +F,1Sh1Ss,P 1 m 8
7e19,GEC,Ac,@NZSC,D,2Ef1Ss,refer gecveg
8e 9,GEC,Ac,@NZSC,G,4G,refer gecveg
7e11,GEC,Gw,@NZSC,F,2Rs1Ss,refer gecveg
6e 6,BOP,Mo/Lp/Vo,MbH,E,1Es,P 2 M 1 n 6
3e 1,WKO,Mo,59a,C    +B,0,P 1 l 1
6e 8,BOP,Kt/Mo/Vo,5,D    +E,0,M 6cn 5 h 3
6s 1,BOP,Mo/Vo,18aH,D,0,P 1
6e 8,WKO,(Mo)/Mm+Sm,60fH,E    +F,1Ss,M 8 p 2cn3a
3w 1+7e 9,BOP,Tp,Na,A    +F,2Sb,P 1 h 2
4e 5,TMU,Mo/Sm,Tam,C,0,P 1 n 8
7e 8,GEC,Ac,@NZSC,E    +F,1Ef,refer gecveg
7e 2,EBP,Gw,125a,F,2Ss,P 2 N3a m 1
3e 4+4e 4,BOP,Mo/Vo,18,B    +C,0,P 1
6e22,GEC,Ac,@NZSC,D    +C,1Ef,refer gecveg
6e 9,BOP,Kt/Mo/Vo,OwaH,E,0,N3a
6e 9,BOP,(Kt)/Mo/Vo,18 H,E    +F,0,N 6
6e 5,WKO,(Mo)/Gw,62dH,E    +F,1Sh,P 1 p 2 n 5
6e 5,EBP,(Mo)/Gw,125,E,1Ss1Sh,P 1 M 1
6e 5,WKO,(Mo)/Gw,35 H,E    +F,1Ss,P 2cn 5 m 8
6e22,GEC,Ac,@NZSC,D,1Ef1Ss,refer gecveg
4e12,BOP,Mo/Vo,20a,C    +D,0,cN 5 m 6
6e13,WKO,Gw,122a,F,1Sh,cN 5 m 6 m 1
6e20,BOP,Ta/Mo/Vo,5 H,E,1Sh,P 2 m 4
6e13,WKO,Gw+Ar,121d,F    +E,1Es1Sh,P 2 m 4
6e 1,WKO,Mo/Gw,60eH,E    +D,1Ss,P 1
6e 8,WKO,Mo/Mm+Sm,62fH,E    +F,1Sh1Ss,P 1
7e24,GEC,Mx+Ac,@NZSC,E    +F,4G 3Ef,refer gecveg
7e24,GEC,Ac,@NZSC,F,3G 1Ef,refer gecveg
7e 4,BOP,Mo/Vo,19 H,F,1Ss,P 2 m 4
2w 1,SI,Al,33c,A,0,P 1 l
6e 1,WKO,Mo/Sm+Mm,62cH,E,0,M 1 n3a p 2
6e13,WKO,Gw,122a,F,0,cN 5
2s 3,TMU,Mo/La,Kui,A',0,P 1
4s 1,BOP,Ta/Tp,Mb,A    +B,0,P 1 n 6
3s 5,BOP,Tp,5,A,0,P 1 l 3
7e25,GEC,Me,@NZSC,D,4Ef,refer gecveg
6e 6,BOP,Mo/Lp/Vo,MbH,E,0,N 6 m 4 p 2
7e19,GEC,Ac,@NZSC,D    +E,2Ef2G,refer gecveg
4e12,BOP,Mo/Vo,M,C,0,cN 5 p 1 h 2
4e 1,WKO,Mo,59a,D,0,P 1
7e19,GEC,Ac+Mj,@NZSC,C    +D,3Ef,refer gecveg
6e 6,BOP,Mo/Lp/Gw,MbH,E /F,1Ss,N 6cn3a
6e 5,WKO,Mo/Gw+Vo,60eH,E    +F,1Sh1Ss,P 1
6e 2,GEC,Mj,@NZSC,D,0,refer gecveg
3e 1,WKO,Mo,59a,C    +B,0,P 1 l 1
6e 6,BOP,Mo/Lp/Us,Wx,D    +E,1Sh,P 1
7e 2,EBP,Gw,125a,F    +G,2Ss2Sh,P 1 M 1 n3a
3e 1,WKO,Mo,57,C    +B,0,P 1
7e 4,BOP,Mo/Vo,18 H,F,1Ss,M 4 p 2 n 6
6e23,GEC,Mo/Gw+Mo/Ar,@NZSC,E    +D,1Ss1G,refer gecveg
6e 5,WKO,Gw+Ar,28cH,E    +F,1Sh,P 1 m 6cn 5
8s 2,GEC,Gr,@NZSC,A,4D 2Sb,refer gecveg
6e22,GEC,Ar,@NZSC,E,1Ss,refer gecveg
4e12,BOP,Mo/Vo,M,C    +D,1Sh,cN 5 p 2 m 6
2s 2,WKO,Mo+Al,59c,B    +A,0,P 1
6e 5,BOP,Mo/Vo,NoH,E    +D,1Sh,P 2
8e 3,SI,(Al)/Gs,66c,E,1Sh Sc,M 5
7e 9,WKO,Gw,122a,G,1Ss,cN3a
7e19,GEC,Ac,@NZSC,D    +E,2Ef2G,refer gecveg
7e 5,BOP,Mo/Lp/Gw,WxH,F    +E,1Ss,cN 5 m 1 p 2
6e13,WKO,Gw,122a,F,1Ss1Sh,P 1 M 4cn 5
7e11,GEC,Gw,@NZSC,F    +G,1Da1Ss,refer gecveg
2s 2,WKO,Mo,59a,B    +A,0,P 1 l 1
4e 1,WKO,Mo,62a,D    +C,0,M 1 P 1 p 6
6e11,BOP,Mo/Vo,MH,D    +E,0,P 2cn 5 n3a
6e20,BOP,Ta/Mo/Vo,MbH,D    +E,0,N 6 m 4 m 1
7e 5,BOP,Mo/Lp/Vo,PkS,F    +E,0,M 6 m 8 n 6
6e13,WKO,Gw+Ar,121d,F    +E,1Ss,N3a
4e 4,BOP,Mo/Vo,18,C    +D,0,P 1
7e24,GEC,Mx+Ac,@NZSC,E    +F,4G 3Ef,refer gecveg
6e13,WKO,Gw,122a,F    +E,1Sh1Ss,P 2 m 1cn 5
6e 7,BOP,(Rm)/Mo/Vo,RH,E,1Sh1G,P 2
7e 1,GEC,Mj,@NZSC,F    +E,1Ss1G 1Ef,refer gecveg
4e 3,BOP,Mo/Us,Rt,C,1D 1G,P 1
7e19,GEC,Ac,@NZSC,E    +D,2Ef1Ss1G,refer gecveg
6e 2,MARL,Ls,74a,E,1Ss1Sh,P 3 m 1 p 2 h 2
6e 6,BOP,Mo/Lp/Us,WxH,E    +F,1Sh1Ss,P 1 p 2
6e 9,WKO,Mo/Mj,60f,D,1Ef,P 1
2w 3,WKO,Al,98c,A,0,P 1 L 1
3e 9,BOP,Mo/Vo,M,B,0,P 1
4e 4,SI,Lo,15f,C    +E,0,P 2
7e21,GEC,Mj+Ac,@NZSC,F,4G 2Ef,refer gecveg
3e 5,BOP,Tp/Mo,Mj,B,0,N 6 m 4 n 8
7e21,GEC,Mj,@NZSC,E,2G 2Ef2Rs,refer gecveg
6s 2,BOP,Kt/Mo/Vo,ToiH,D,0,N3a m 6
8e 9,GEC,Ac,@NZSC,G,5G,refer gecveg
8e 2,BOP,Mo/Vo,OkS,G,2G 2Sh,cN 5 p 2
6e 1,WKO,Mo/Gw,60eH,E    +D,1Ss,P 1
7e21,GEC,Mj+Ac,@NZSC,F,4G 2Ef,refer gecveg
7e24,GEC,Ac,@NZSC,G    +H,3Rs1G 1Sh,refer gecveg
7e25,GEC,Me+Ac,@NZSC,E,4Ef2G 1Su,refer gecveg
7e 4,BOP,Mo/Vo,AS,F,0,N3acn 5
7e22,GEC,Gw,@NZSC,F    +E,2G 2Rs1Ef,refer gecveg
4e 2,TMU,Mo/Sm,66,D    +B,0,P 2 m 6
4s 1,BOP,Ta/Mo,Mb,B,0,N 6
7e11,GEC,Gw,@NZSC,F    +E,1Ss,refer gecveg
3e 1,WKO,Mo,59a,C    +B,0,P 1
4e 4,BOP,Mo/Vo,18a,C    +D,0,P 1
7e 9,BOP,Mo/Us,NoH,E    +F,3G 2Su2Sh,P 2 m 6 m 8
6e 1,WKO,Mo/Gw,60eH,E    +D,1Ss,P 1
6e 5,BOP,Mo/Vo,18aH,E    +F,1Sh,P 1 m 1
6e 5,BOP,Mo/Vo,18 H,E,0,P 1
3e 4,BOP,Mo/Vo,18a,B    +C,0,P 1
6e 5,WKO,(Mo)/Gw,62dH,E /F,0,cN 5 M 6 m 1
6e20,BOP,Ta/Kt/Mo,5 H,D    +E,0,N 6 m 1
6e10,GEC,Mj,@NZSC,E    +D,2Ef2Rs,refer gecveg
7e21,GEC,Mj+Ac,@NZSC,F,4G 2Ef,refer gecveg
7w 1,WKO,Al+Pt,108a,A,0,H 1
6e 8,WKO,(Mo)/Mm+Sm,62gH,E    +F,0,cN3a p 2 m 4
4s 1,BOP,Ta/Tp,Tr,A,0,P 1 n 6
6e 8,WKO,Mo/Mm+Sm,60fH,E    +F,1Ss,P 1 m 6
6e 5+4e 4,BOP,Mo/Vo,18 H,E    +C,0,P 1 l 3
6e 1,WKO,Mo/Vo,59aH,D    +E,0,P 1 n 6
7e21,GEC,Mj,@NZSC,F,2G 2Ef2Ss,refer gecveg
3w 1,BOP,Tp,Oum,A,0,P 1
4e 1,WKO,Mo,59a,D    +C,0,P 1
6e 2,EBP,Mo/Gw,51 H,E,1Ss,P 1 m 1
3e 4,BOP,Mo,NoH,B',1G,P 1
6e10,GEC,Mj,@NZSC,E    +D,2Ss1G,refer gecveg
8c 1,MARL,Gw,57,E,0,P 4
6e 5,WKO,(Mo)/Ar+Gw,121d,F    +E,1Ss1Sh,P 2
7e24,GEC,Gw+Ac,@NZSC,F,3G 2Ef2Su,refer gecveg
7e11,GEC,Gw,@NZSC,G,1Rs1Ss1Sc,refer gecveg
4e11,SI,(Lo)/Ss,1b,B,2W,P 1
6e 1,WKO,Mo/Gw,60eH,E,0,P 1
6e20,BOP,Ta/Mo/Vo,MbH,D,0,N 6
6e 5,GEC,Mo/Li+Ac,@NZSC,E    +D,1Ef,refer gecveg
6e20,BOP,Ta/Mo/Vo,Tr,C,0,N 6 n 5
6s 1,BOP,Mo/Vo,19 H,D,0,P 1
7e 8,BOP,Ta/Mo/Vo,5 H,E    +F,1G,N 5cn3a
6e 1,WKO,Mo/Us,59aH,D /E,0,P 1
3s 3,BOP,Mo/Tp,Wx,B,1Sb,P 1
6e 1,WKO,Mo/Vo,59aH,E    +D,0,P 1
4e 4,BOP,Mo/Vo,18a,C,0,P 1
6e 1,WKO,Mo/Gw,59a,E    +D,0,P 1
7e 4,BOP,Mo/Vo,AS,F,0,N3a
6e 1,WKO,Mo/Us,62a,D    +E,1Sh,P 1 m 8
6e 1,WKO,Mo/Vo,59aH,E    +D,0,P 1
6e 6,WKO,Mo/Gw,60eH,E /F,1Ss1Sh,P 1
7e 8,BOP,Kt/Mo/Ft,5 H,E    +F,0,cN3a
7e21,GEC,Mj+Ac,@NZSC,F,4G 2Ef,refer gecveg
6e 6,BOP,Mo/Lp/Vo,MbH,E    +F,1Ss,N 6 m 4
6e 7,GEC,Kt/Mo/Sb,@NZSC,D    +E,0,refer gecveg
7e 4,BOP,(Mo)/Vo,AS,F    +G,1Ss,N 6 m 6
7e 1,BOP,Mo/Vo,PoS,F    +E,0,N3acn 5
6e 2,GEC,Mj,@NZSC,D,1Ss,refer gecveg
4e10,TMU,Wb+Mo,Mz,A    +B,0,P 2 h 3
6e 7+7e 3,BOP,Mo/Vo,RsH,E    +F,2Sh1G,M 8 P 2 m 4
6e16,GEC,Sb+Me,@NZSC,E    +C,1Ss1G 1Ef,refer gecveg
7e 2,EBP,Gw,125a,F    +G,1Da,N3a
4e 1,WKO,Mo,59a,D    +C,0,P 1
6e12,GEC,Mb,@NZSC,E,1Ss,refer gecveg
2w 2,WKO,Al+Pt,108a,A',0,P 1 h 2
6e 1,WKO,Mo/Sm,60dH,E,0,P 1 m 8cn3a
7e 2,EBP,(Mo)/Gw,125a,F    +G,2Ss1Sc1Sh,P 2 m 4 m 6
4s 3,BOP,Tp,Ran,A,1Sb,M 1 h 3 n 6
3e 1,WKO,Mo,59a,C    +B,0,P 1 l 1
6e 6,BOP,Mo/Lp/Vo,WxH,E,1Ss,M 4 P 2 m 6
7e19,GEC,(Kt)/(Mo)/Ac,@NZSC,C    +D,2Ef1G,refer gecveg
4s 3,BOP,Tp,Ran,A,0,P 1 n 8
7e 1,EBP,Gw,125a,F,1Ss,P 2 N3a m 4
4e 1,WKO,Mo,59a,D    +C,0,P 1
2s 2,TMU,Lo,Ma,A,0,P 1 l 1
7e 1,GEC,Mj,@NZSC,F    +E,2Ss1G 1Ef,refer gecveg
8e 8,TMU,Mo/Gw,US,F,1Sh1Sc,M 5 p 5
7e 1,GEC,Mj,@NZSC,F,1Ss1G,refer gecveg
7e 1,EBP,Gw,125a,F,2Ss,P 2 N3a m 4
7e26,GEC,Gr,@NZSC,B,3D,refer gecveg
6e 1,WKO,(Mo)/Sm,62gH,D    +E,0,P 1
6e20,BOP,Ta/Kt/Vo,5,D,0,cN3a
6e 1,WKO,(Mo)/Gw,62dH,E    +D,1Ss,P 1 m 1
6e20,BOP,Ta/Kt/Mo,5,C',0,cN3a m 6
4e 6,BOP,Kt/Mo,Oils,C,0,P 2
8e 3,BOP,(Mo)/Ft/Vo,OkS,G,2Ss,N 5 n3a
7e 4,BOP,Mo/Vo,126,F,1Ss,M 6 P 2
7e25,GEC,Me+Ac,@NZSC,D,1Ef1G,refer gecveg
7e24,GEC,Mx,@NZSC,E    +F,3G 2Ef,refer gecveg
4e 4,BOP,Mo/Vo,18,C,0,P 1
8e 4,GEC,Gw,@NZSC,G,1Da,refer gecveg
6e 5,WKO,(Mo)/Ar+Gw,29aH,E    +F,1Sh1Ss,P 1 P 2 m 6
6e 6,BOP,Mo/Lp/Gw,MbH,E,1G,N 6
7e17,SI,Al,53bH,F,2W,M 5
4e 7,TMU,Mo,70,D,0,cN3a
7e 6,GEC,Mj,@NZSC,E,2Ef1G,refer gecveg
6e16,GEC,Sb+Me,@NZSC,E    +C,1Ss1G 1Ef,refer gecveg
4e 4,BOP,Mo/Us,Na,C,1Sh1Sb,P 1
3s 2,NHB,Lo/Gr,39B,A,0,P 1
4s 1,BOP,Ta/Tp,Tr,A,0,N 6
4e 1,WKO,Mo,60f,D,0,P 1
6e 5,WKO,Mo/Gw,62dH,E    +F,1Ss,P 1 m 4
3e 4,BOP,Mo/Vo,19,B    +C,0,P 1
6e20,BOP,Ta/Kt/Vo,5 H,D,0,cN 5
4e 4,BOP,Mo/Vo,18,C,0,P 1
3e 1,WKO,Mo,59a,C    +B,0,P 1 l 1
8e 9,GEC,Ac+Mb,@NZSC,G    +H,3G 2Ef,refer gecveg
6e 5,BOP,Mo/Vo,19 H,E,0,N 6 m 4
1c 3,TMU,Mo,E2,A',0,P 1
7e21,GEC,Mj,@NZSC,E    +F,2G 2Ef,refer gecveg
6e23,GEC,Mo/Ar,@NZSC,E    +D,1G,refer gecveg
6e 1,WKO,Mo/Mm,62f,D    +E,1Ss,P 1
7e25,GEC,(Al)/Me+(Al)/Ac,@NZSC,B    +D,2Ef2G,refer gecveg
7e 9,WKO,Mo/Gw,62dH,D /E,1Ss,N3b m 5
3w 1,EBP,Al+Gr,1c,A,1D,P 1 n3a
6c 2,TMU,(Lo)/Sm+Gr,KwR,D    +E,0,P 2
7e 4,BOP,Mo/Vo,19 H,F,1Ss,N 6 m 4
7e 9,BOP,Mo/Us/Vo,OkS,F,2G 2Sh,M 6 n 6 p 2
4e 1,WKO,Mo,60,D,0,P 1
7e11,GEC,Gw,@NZSC,F,1Ss11G,refer gecveg
6e16,GEC,Sb,@NZSC,E    +D,0,refer gecveg
7e 4,BOP,Mo/Vo,18 H,F,1Sh,P 2 m 7
6e23,GEC,Mo/Gw,@NZSC,E,1G 1Ef,refer gecveg
6e17,BOP,(Kt)/Mo/Ft,TH,E    +F,0,N 6
8e 9,TMU,Vo,S,G,3Da3Sc,M 5 p 4 h 4
6e 2,GEC,(Mo)/Mj,@NZSC,D    +E,0,refer gecveg
6e 6,BOP,Mo/Lp/Us,Wx,D,1Sh,P 1
4s 1,BOP,Ta/Kt/Ft,5,A    +B,0,N 6
7e24,GEC,(Mo)/Ac,@NZSC,E,2G 1Ef,refer gecveg
7e19,GEC,Ac,@NZSC,D    +E,1G 1Ef,refer gecveg
3w 1,WKO,Al,98c,A,0,P 1 h 2
7e 3,BOP,Rm/Mo/Vo,RH,E,0,M 4
6e29,SI,Gw,57aH,E,2Da Sc Sh,P 3 p 2 m11
7e 3,BOP,Rm/Mo/Vo,RH,E    +F,0,cN 5 m 4 n 5
7e 1,GEC,Mj,@NZSC,F    +E,2Ss1G,refer gecveg
6e 6,BOP,Mo/Lp/Us,WxH,E    +F,1Sh1Ss,P 2 m 6
3e 1,WKO,Mo,59a,C,0,P 1
6e22,GEC,Ac,@NZSC,D,1Ef,refer gecveg
7e 6,GEC,Mj,@NZSC,E,2Ef1G,refer gecveg
7e11,TMU,Sm,117a,F,2Ss1Sh,M 1 p 2
7e 1,EBP,Gw,125a,F,1Ss,P 2 N3a m 4
3w 3,GEC,Al,@NZSC,A',1Sb,refer gecveg
6e24,GEC,Gw,@NZSC,E    +F,1Ss,refer gecveg
6e10,GEC,Mj,@NZSC,E,1Ef,refer gecveg
6s 1,BOP,Mo/Vo,18 H,D,0,N 6
7e 2,WKO,Gw+Ar,121d,F    +G,0,cN3a
3e 3,WKO,Mo,83,C /B,0,P 1 l 1
7e 1,GEC,Mj,@NZSC,E,2Ss,refer gecveg
